SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
0.7923961980990496,0.0,3,1,0.7183098591549282,415850.77083678055
0.23711855927963987,0.33333333333333337,3,2,0.1267605633802802,184819.96119001516
0.5412706353176587,0.6666666666666666,2,1,0.22535211267605604,164855.98777549056
0.25512756378189094,0.33333333333333337,2,1,0.7323943661971839,156928.01471681413
0.8529264632316157,0.0,1,2,0.295774647887324,282457.8613741379
0.7498749374687345,0.9999999999999999,1,2,1.0,287591.6728221959
0.3496748374187094,0.9999999999999999,1,0,0.1408450704225359,156313.5941951282
0.487743871935968,0.33333333333333337,3,1,0.929577464788732,279764.3710402287
0.9034517258629314,0.33333333333333337,3,1,0.16901408450704025,366494.48060208897
0.09454727363681847,0.33333333333333337,3,2,0.8028169014084483,244539.2816890332
0.47873936968484243,0.6666666666666666,2,0,0.6197183098591523,239299.9944944986
0.3431715857928964,0.0,3,2,0.6197183098591523,249148.34468610145
0.47873936968484243,0.33333333333333337,2,0,0.591549295774648,304197.5798399542
0.2811405702851426,0.33333333333333337,3,0,0.887323943661972,89378.55062087673
0.9499749874937468,0.33333333333333337,3,0,0.5352112676056322,427295.4046033164
0.7953976988494248,0.9999999999999999,2,1,0.0985915492957723,328501.8015463275
0.633816908454227,0.33333333333333337,2,2,0.5492957746478879,215867.4189845816
0.4157078539269635,0.0,2,0,0.704225352112676,190058.8928999779
0.7643821910955478,0.9999999999999999,1,2,0.2676056338028161,259751.15444635935
0.5772886443221611,0.0,1,0,0.9154929577464763,166810.3886512713
0.754377188594297,0.9999999999999999,3,1,0.8028169014084483,352932.1624639027
0.9214607303651826,0.9999999999999999,3,2,0.9014084507042242,422042.91851435706
0.32316158079039525,0.6666666666666666,3,1,0.6197183098591523,91423.61964633202
0.010005002501250693,0.9999999999999999,1,0,0.46478873239436425,220053.8603574218
0.4202101050525263,0.9999999999999999,3,1,0.15492957746478808,216148.20845399628
0.08304152076038018,0.0,2,1,0.30985915492957616,161587.15372788318
0.648824412206103,0.0,2,2,0.9436619718309842,194967.9094711132
0.19359679839919963,0.33333333333333337,1,0,0.7323943661971839,152828.720291152
0.3001500750375188,0.6666666666666666,2,0,0.7323943661971839,256725.9809436184
0.15757878939469738,0.9999999999999999,2,1,0.5492957746478879,98039.30310069738
0.006503251625812889,0.6666666666666666,3,2,0.7323943661971839,164858.18694892063
0.12056028014007003,0.33333333333333337,2,2,0.49295774647887214,199373.18209909197
0.38819409704852426,0.6666666666666666,2,2,0.9014084507042242,181245.4467436535
0.6848424212106053,0.9999999999999999,1,1,0.18309859154929597,209700.7184829428
0.2821410705352676,0.0,2,0,0.46478873239436425,163053.3920501942
0.4487243621810906,0.6666666666666666,2,0,0.3521126760563362,304004.68986597785
0.6818409204602301,0.9999999999999999,3,2,0.7605633802816882,308830.9396512381
0.045522761380690335,0.33333333333333337,3,2,0.8732394366197163,194294.00184175
0.6953476738369185,0.9999999999999999,3,2,0.9718309859154921,172777.3198326151
0.47773886943471733,0.6666666666666666,1,1,0.633802816901408,197656.07026552537
0.7393696848424213,0.9999999999999999,3,2,0.5070422535211243,273365.49912049377
0.7258629314657329,0.9999999999999999,2,0,0.30985915492957616,216047.21814963987
0.25412706353176595,0.6666666666666666,1,2,0.21126760563380031,149586.15312931265
0.38769384692346176,0.6666666666666666,2,1,0.4366197183098599,214171.08224172727
0.9834917458729365,0.33333333333333337,2,0,0.08450704225352013,277419.0001600792
0.017008504252126078,0.9999999999999999,3,0,0.6056338028169002,117295.37520060757
0.10255127563781896,0.0,1,2,0.6478873239436602,180760.867453112
0.5522761380690345,0.6666666666666666,1,1,0.05633802816901223,202715.1601476104
0.9779889944972485,0.9999999999999999,3,0,0.8732394366197163,378403.5710107572
0.792896448224112,0.0,1,1,0.15492957746478808,257776.0924243205
0.9479739869934968,0.0,2,1,1.0,266046.87792908505
0.7058529264632315,0.9999999999999999,1,0,0.11267605633802802,337645.67623531295
0.5127563781890946,0.9999999999999999,2,0,0.6056338028169002,240145.9702539115
0.5107553776888444,0.9999999999999999,1,1,0.295774647887324,92641.62211021264
0.7068534267133567,0.0,1,2,0.633802816901408,152037.88283583574
0.2826413206603302,0.9999999999999999,3,0,0.0985915492957723,149848.61640852437
0.5647823911955977,0.6666666666666666,3,2,0.774647887323944,220384.43445019663
0.8979489744872436,0.0,1,0,0.3802816901408441,305658.56385268376
0.9229614807403702,0.6666666666666666,2,2,0.6478873239436602,318297.25657762005
0.7503751875937968,0.6666666666666666,3,0,0.47887323943661997,230749.27633657065
0.351175587793897,0.9999999999999999,3,2,0.28169014084506827,201925.84088885225
0.20060030015007502,0.6666666666666666,3,1,0.4507042253521121,149576.68114338422
0.3646823411705853,0.9999999999999999,1,0,0.9718309859154921,171877.06629783398
0.7898949474737368,0.0,2,2,0.6619718309859159,245276.73391788083
0.0805402701350676,0.6666666666666666,2,1,0.7464788732394361,288571.1271841178
0.10055027513756887,0.9999999999999999,1,2,0.01408450704225217,87804.5603712397
0.9909954977488743,0.33333333333333337,2,0,0.4507042253521121,267127.0106286388
0.4977488744372186,0.9999999999999999,3,1,0.21126760563380031,221217.76933158597
0.1345672836418209,0.33333333333333337,2,1,0.6901408450704203,218784.63298580731
0.943471735867934,0.9999999999999999,3,0,0.2676056338028161,315607.02376495936
0.40770385192596303,0.33333333333333337,3,2,0.929577464788732,217967.92847377845
0.6473236618309154,0.6666666666666666,1,0,0.6197183098591523,353343.63401135267
0.2276138069034518,0.33333333333333337,3,2,0.47887323943661997,187002.96390785457
0.7428714357178589,0.6666666666666666,2,0,0.3943661971830963,222855.0832963985
0.8754377188594297,0.6666666666666666,2,0,0.6197183098591523,366548.8223262025
0.6378189094547274,0.9999999999999999,2,0,0.19718309859154814,259473.2793370484
0.5082541270635318,0.6666666666666666,2,2,0.02816901408450434,212440.4223945249
0.8629314657328665,0.0,2,2,0.9577464788732399,237066.6856356926
0.1475737868934468,0.33333333333333337,3,2,0.46478873239436425,158357.6480582802
0.8744372186093047,0.9999999999999999,1,1,0.9859154929577443,255619.99775314287
0.35967983991996,0.6666666666666666,1,1,0.04225352112676006,190659.43496867083
0.8864432216108055,0.33333333333333337,2,2,0.25352112676056393,284985.43569363654
0.16858429214607307,0.33333333333333337,3,2,0.28169014084506827,214741.228522745
0.4392196098049025,0.0,1,1,0.19718309859154814,128693.02879404814
0.5382691345672835,0.33333333333333337,2,0,0.22535211267605604,184051.98271688656
0.39569784892446225,0.9999999999999999,3,0,0.7464788732394361,242865.26019000952
0.9729864932466233,0.9999999999999999,1,2,0.5070422535211243,295356.77549321775
0.10805402701350675,0.6666666666666666,3,0,0.7464788732394361,107868.93208831896
0.38169084542271137,0.6666666666666666,2,2,0.295774647887324,207380.13609180792
0.09354677338669337,0.9999999999999999,3,1,0.0985915492957723,132828.81413178446
0.18959479739869933,0.33333333333333337,1,2,0.1408450704225359,84493.6913127725
0.24612306153076535,0.33333333333333337,1,1,0.9718309859154921,53360.86540604882
0.5322661330665334,0.0,3,0,0.11267605633802802,296199.3496255564
0.5902951475737869,0.6666666666666666,1,2,0.01408450704225217,273924.557395998
0.007003501750875496,0.33333333333333337,3,2,0.4366197183098599,204340.7258965054
0.9184592296148074,0.33333333333333337,3,2,0.704225352112676,228582.09695971967
0.03201600800400206,0.6666666666666666,2,1,0.5070422535211243,237384.3466275038
0.9404702351175588,0.9999999999999999,2,0,0.07042253521126796,312245.8679787154
0.9314657328664332,0.33333333333333337,3,2,0.15492957746478808,219408.6249604324
0.26013006503251623,0.0,1,0,0.7464788732394361,201334.94160447217
0.6838419209604801,0.33333333333333337,2,1,0.633802816901408,221413.5776081872
0.5762881440720361,0.33333333333333337,1,0,0.4507042253521121,306839.62194227794
0.32366183091545775,0.0,3,2,0.2394366197183082,126756.3572316613
0.7478739369684843,0.9999999999999999,1,2,0.52112676056338,328702.8347369156
0.5432716358179089,0.0,1,1,0.816901408450704,141074.02839361285
0.5812906453226613,0.0,3,0,0.08450704225352013,220712.46134879728
0.7613806903451726,0.6666666666666666,2,2,0.19718309859154814,319176.8398973249
0.2961480740370185,0.33333333333333337,2,1,0.0,245299.2098929523
0.19559779889944973,0.9999999999999999,1,0,0.633802816901408,51154.13113008726
0.8494247123561781,0.33333333333333337,3,2,0.4366197183098599,314018.0283390546
0.2091045522761381,0.9999999999999999,3,1,0.6760563380281681,222904.25800629333
0.144072036018009,0.0,2,1,0.1267605633802802,115697.77821526628
0.18909454727363684,0.6666666666666666,3,1,0.22535211267605604,140714.77037514705
0.898449224612306,0.0,3,1,0.2676056338028161,178353.14814536367
0.7568784392196098,0.33333333333333337,1,1,0.704225352112676,280022.0311214733
0.11505752876438224,0.6666666666666666,1,0,0.295774647887324,136418.4807787985
0.5087543771885944,0.6666666666666666,2,2,0.2676056338028161,195803.9703359068
0.020010005002501274,0.33333333333333337,2,0,0.9014084507042242,98933.439065306
0.5257628814407204,0.9999999999999999,1,1,0.04225352112676006,185052.5631740863
0.06703351675837921,0.6666666666666666,3,2,0.7464788732394361,160764.43940877952
0.10005002501250626,0.9999999999999999,3,1,0.9014084507042242,156394.27348181067
0.9319659829914958,0.9999999999999999,1,1,0.704225352112676,333464.1490294491
0.38969484742371185,0.9999999999999999,1,2,0.1408450704225359,211994.3281859909
0.46473236618309155,0.6666666666666666,1,0,0.36619718309859195,252779.69087222763
0.528264132066033,0.0,1,2,0.3521126760563362,288750.4043072761
0.535767883941971,0.6666666666666666,3,0,0.22535211267605604,185482.06063162317
0.25112556278139075,0.0,3,1,0.5774647887323923,119671.3689479028
0.20310155077538772,0.6666666666666666,2,1,0.6619718309859159,148891.4193350198
0.7988994497248624,0.0,1,0,0.4507042253521121,235810.22355681533
0.8759379689844923,0.0,2,1,0.8450704225352119,357765.11724448414
0.40220110055027514,0.6666666666666666,3,0,0.3943661971830963,216771.35995628755
0.04902451225612814,0.9999999999999999,2,0,0.8732394366197163,102580.49836622812
0.3416708354177088,0.9999999999999999,3,2,0.5070422535211243,208774.14233121456
0.9479739869934968,0.0,3,1,0.774647887323944,302454.6401474587
0.3626813406703352,0.33333333333333337,2,2,0.21126760563380031,208558.78172335384
0.785392696348174,0.33333333333333337,2,2,0.774647887323944,276434.5399454463
0.48024012006003003,0.6666666666666666,1,1,0.5774647887323923,220786.7119550845
0.8814407203601801,0.6666666666666666,3,2,0.32394366197182833,354268.47524739604
0.3061530765382692,0.6666666666666666,1,1,0.9577464788732399,142420.97226095255
0.9834917458729365,0.33333333333333337,1,1,0.4225352112676042,299146.59537507093
0.7428714357178589,0.9999999999999999,3,2,0.1408450704225359,321647.4526525699
0.32116058029014505,0.6666666666666666,2,1,0.01408450704225217,216976.90806023663
0.896448224112056,0.6666666666666666,1,1,0.9859154929577443,243179.70337319985
0.5142571285642822,0.9999999999999999,1,1,0.47887323943661997,184210.77355558556
0.6208104052026012,0.0,3,1,0.8591549295774641,175779.56815188617
0.25112556278139075,0.6666666666666666,2,2,0.7464788732394361,162271.08640489963
0.38319159579789897,0.33333333333333337,2,0,0.9577464788732399,240727.03972085557
0.19859929964982492,0.33333333333333337,1,2,0.704225352112676,186900.94639311853
0.4352176088044022,0.6666666666666666,3,0,0.11267605633802802,208692.1497994106
0.39719859929964985,0.33333333333333337,1,0,0.18309859154929597,114333.69387419586
0.19609804902451233,0.9999999999999999,2,0,0.774647887323944,225281.32417764855
0.10305152576288146,0.0,1,1,0.46478873239436425,110852.45257182162
0.5192596298149074,0.0,3,0,0.0,206119.18171087175
0.9409704852426214,0.6666666666666666,1,1,0.52112676056338,292218.3734233528
0.7888944472236118,0.6666666666666666,2,1,0.22535211267605604,209166.2973385366
0.4457228614307154,0.0,3,1,0.21126760563380031,283220.10867648444
0.7423711855927965,0.0,3,2,0.6619718309859159,354538.82144245284
0.8574287143571785,0.6666666666666666,3,0,0.6901408450704203,290954.49181524914
0.799399699849925,0.33333333333333337,3,2,0.9859154929577443,207377.55545532453
0.4317158579289645,0.6666666666666666,3,1,0.5633802816901401,267934.0925699399
0.3711855927963982,0.9999999999999999,1,2,0.6056338028169002,235034.89983819608
0.6323161580790394,0.6666666666666666,3,1,0.19718309859154814,246611.88309182983
0.2816408204102051,0.6666666666666666,2,2,0.8450704225352119,314867.65157339314
0.510255127563782,0.6666666666666666,3,1,0.6901408450704203,278092.75713699666
0.04752376188094054,0.6666666666666666,2,1,0.7183098591549282,88443.38397499491
0.9619809904952475,0.6666666666666666,2,2,0.7183098591549282,235396.4544878884
0.8789394697348675,0.6666666666666666,2,1,0.49295774647887214,280503.8129283642
0.24212106053026516,0.33333333333333337,2,0,0.4507042253521121,273072.3372618648
0.7153576788394197,0.6666666666666666,2,2,0.6197183098591523,252666.84831969367
0.11505752876438224,0.0,1,2,0.01408450704225217,133914.40680878342
0.3741870935467734,0.6666666666666666,2,1,0.0,142717.8302268369
0.8394197098549275,0.33333333333333337,2,2,0.9718309859154921,266197.0443802551
0.5972986493246623,0.9999999999999999,2,0,0.6478873239436602,245433.69445927496
0.2701350675337669,0.0,1,2,0.887323943661972,177796.40298151918
0.5297648824412206,0.6666666666666666,3,0,0.2394366197183082,226582.27427106167
0.26213106553276644,0.6666666666666666,2,2,0.7464788732394361,170745.4653213651
0.5917958979489745,0.0,1,0,0.47887323943661997,194059.37069774355
0.9314657328664332,0.6666666666666666,1,2,0.816901408450704,347187.40927735553
0.8614307153576789,0.33333333333333337,1,0,0.49295774647887214,345978.9788809702
0.6333166583291646,0.6666666666666666,3,1,0.3521126760563362,323981.5079872238
0.5547773886943471,0.9999999999999999,1,2,0.6197183098591523,185909.90163690777
0.9099549774887444,0.33333333333333337,2,2,0.9577464788732399,231642.41525201904
0.2886443221610806,0.6666666666666666,2,0,0.408450704225352,181472.0115124785
0.3406703351675838,0.9999999999999999,2,2,0.4507042253521121,247683.3818141536
0.2781390695347674,0.0,3,0,0.30985915492957616,174119.77971258396
0.7988994497248624,0.33333333333333337,1,1,0.28169014084506827,249931.38186463085
0.9884942471235617,0.6666666666666666,2,0,0.8732394366197163,352084.04725339817
0.5062531265632816,0.6666666666666666,2,2,0.9718309859154921,356256.91027704417
0.32266133066533265,0.0,2,1,0.9436619718309842,115738.60239613194
0.39769884942471234,0.0,3,0,0.49295774647887214,265399.2764300769
0.5257628814407204,0.33333333333333337,2,0,0.5070422535211243,205543.4524987724
0.821910955477739,0.33333333333333337,1,1,0.0,248155.87168453963
0.7898949474737368,0.33333333333333337,1,2,0.3521126760563362,318796.39679075696
0.6818409204602301,0.6666666666666666,3,2,0.5774647887323923,254479.2559878204
0.9109554777388694,0.6666666666666666,3,2,0.5492957746478879,248782.21694158544
0.9909954977488743,0.33333333333333337,3,1,0.7323943661971839,320922.1761831169
0.6773386693346674,0.6666666666666666,1,0,0.8591549295774641,265274.0039736152
0.8319159579789895,0.0,3,1,0.6056338028169002,283301.9362070697
0.7648824412206102,0.9999999999999999,3,0,0.49295774647887214,291195.67134809634
0.6858429214607303,0.6666666666666666,1,1,0.04225352112676006,240277.00975870187
0.7483741870935469,0.33333333333333337,2,0,0.28169014084506827,316708.5953854667
0.6273136568284142,0.6666666666666666,3,0,0.22535211267605604,267724.6993464473
0.09454727363681847,0.0,2,1,0.21126760563380031,52033.75929268488
0.624312156078039,0.33333333333333337,2,1,0.5633802816901401,157260.98352993536
0.7043521760880439,0.9999999999999999,2,1,0.7605633802816882,349887.387165537
0.7003501750875437,0.33333333333333337,2,0,0.7887323943661961,302581.5244158059
0.6533266633316658,0.33333333333333337,3,1,0.9154929577464763,267740.4346651604
0.9909954977488743,0.33333333333333337,3,0,0.52112676056338,296942.7544003423
0.31615807903951976,0.6666666666666666,3,0,0.774647887323944,211665.6221785599
0.31365682841420717,0.9999999999999999,1,1,0.5070422535211243,240462.67775685625
0.4862431215607804,0.0,1,2,0.6901408450704203,221900.77310879892
0.8844422211105553,0.6666666666666666,2,2,0.7605633802816882,337510.5084427254
0.641320660330165,0.9999999999999999,1,0,0.0,351438.5468115283
0.6913456728364181,0.9999999999999999,2,0,0.9014084507042242,207718.7411877128
0.3546773386693347,0.6666666666666666,2,2,0.9014084507042242,187379.39012426996
0.7398699349674837,0.33333333333333337,3,0,0.6056338028169002,325104.8263530242
0.7173586793396699,0.9999999999999999,3,2,0.15492957746478808,234064.51365009736
0.32416208104052024,0.0,1,0,0.7323943661971839,168976.49535597963
0.15857928964482249,0.6666666666666666,3,0,0.8450704225352119,72491.39025921248
0.8504252126063031,0.9999999999999999,1,1,0.16901408450704025,397825.33643637935
0.624312156078039,0.0,3,2,0.5774647887323923,224680.0524200836
0.9214607303651826,0.0,3,0,0.633802816901408,297609.7185248232
0.6288144072036018,0.0,1,2,0.5774647887323923,211357.56307458412
0.3416708354177088,0.0,2,1,0.21126760563380031,191156.38414084716
0.33166583291645824,0.6666666666666666,1,2,0.6056338028169002,198444.2855472129
0.9994997498749375,0.0,3,0,0.9718309859154921,227602.84522047613
0.9254627313656828,0.6666666666666666,2,2,0.21126760563380031,227374.5843014784
0.6988494247123561,0.0,3,1,0.295774647887324,311492.246607957
0.8479239619809905,0.0,3,2,0.47887323943661997,341035.6518169741
0.8159079539769886,0.6666666666666666,3,2,0.6760563380281681,329215.4127322002
0.7478739369684843,0.33333333333333337,2,2,0.9859154929577443,189722.8949577994
0.6283141570785392,0.9999999999999999,3,2,0.887323943661972,315304.2483174342
0.8579289644822411,0.9999999999999999,1,0,0.4225352112676042,229019.4794959325
0.5682841420710355,0.6666666666666666,1,2,0.0,218041.2170573715
0.9269634817408704,0.0,1,1,0.33802816901408406,256367.864328076
0.7603801900950474,0.6666666666666666,2,2,0.2676056338028161,427589.0870411169
0.2206103051525763,0.0,1,1,0.0985915492957723,161116.81865195103
0.2816408204102051,0.6666666666666666,3,1,0.887323943661972,182494.88596722667
0.6458229114557278,0.9999999999999999,2,1,0.21126760563380031,276165.905109651
0.7668834417208604,0.6666666666666666,3,1,0.7605633802816882,314516.6129790323
0.9154577288644322,0.9999999999999999,3,0,0.3521126760563362,272012.265169515
0.7048524262131065,0.9999999999999999,3,2,0.9014084507042242,342249.54232187086
0.7053526763381691,0.9999999999999999,1,2,0.3802816901408441,258023.51102204097
0.5682841420710355,0.6666666666666666,1,0,0.633802816901408,115459.88197304336
0.8184092046023012,0.33333333333333337,2,2,0.7464788732394361,240419.9739043436
0.8244122061030515,0.6666666666666666,2,0,0.7464788732394361,388951.7892392383
0.47573786893446723,0.6666666666666666,1,1,1.0,250119.2128528494
0.5522761380690345,0.33333333333333337,1,2,0.6760563380281681,210586.97653456448
0.3491745872936468,0.33333333333333337,3,1,0.633802816901408,234243.624414166
0.056028014007003524,0.9999999999999999,1,2,0.0,69293.96649206044
0.0005002501250626068,0.0,3,2,0.6056338028169002,163837.68243703258
0.32066033016508255,0.0,1,2,0.04225352112676006,252127.9862511156
0.10955477738869435,0.9999999999999999,3,1,0.4225352112676042,117989.35682972187
0.7948974487243622,0.6666666666666666,1,0,0.19718309859154814,313948.4453118486
0.4272136068034017,0.0,1,1,0.0,254919.27518581905
0.8799399699849925,0.6666666666666666,2,0,1.0,197521.82717092487
0.624312156078039,0.33333333333333337,2,2,0.07042253521126796,198494.040257516
0.19209604802401203,0.33333333333333337,3,2,0.36619718309859195,152204.7558913935
0.7133566783391695,0.9999999999999999,2,2,0.3521126760563362,308529.3077393932
0.8309154577288643,0.6666666666666666,2,2,0.9154929577464763,308854.90099919715
0.5767883941970985,0.9999999999999999,1,1,0.16901408450704025,246860.55002366885
0.5382691345672835,0.0,3,0,0.9859154929577443,225867.2386279585
0.8539269634817409,0.0,2,0,0.46478873239436425,249678.22890096117
0.3646823411705853,0.0,2,0,0.4507042253521121,108636.47522678511
0.8479239619809905,0.6666666666666666,1,2,0.5492957746478879,299818.56075223465
0.8669334667333667,0.9999999999999999,1,1,0.591549295774648,290094.597001723
0.7198599299649825,0.9999999999999999,1,2,0.08450704225352013,272077.872708492
0.12306153076538273,0.0,3,0,0.5352112676056322,130941.48294297824
0.4177088544272136,0.9999999999999999,1,1,0.9154929577464763,241849.2414576917
0.7313656828414207,0.33333333333333337,3,1,0.49295774647887214,206273.30005677108
0.10105052526263136,0.33333333333333337,1,2,0.887323943661972,155086.4598591631
0.6038019009504753,0.33333333333333337,2,1,0.04225352112676006,169742.87033019328
0.061030515257628815,0.33333333333333337,3,1,0.295774647887324,148324.403196361
0.20010005002501252,0.9999999999999999,1,1,0.9859154929577443,184460.04344561708
0.38319159579789897,0.33333333333333337,1,2,0.04225352112676006,138095.4799175649
0.1465732866433217,0.33333333333333337,2,2,0.887323943661972,205414.9104558009
0.1395697848924462,0.33333333333333337,2,1,0.295774647887324,183265.3989623526
0.9304652326163082,0.33333333333333337,2,2,0.8591549295774641,284616.467279546
0.4417208604302151,0.33333333333333337,1,1,0.5492957746478879,181947.6428840441
0.8169084542271136,0.6666666666666666,2,0,0.2676056338028161,284003.76941338705
0.09854927463731866,0.6666666666666666,2,0,0.11267605633802802,90959.78932620135
0.4907453726863432,0.33333333333333337,3,1,0.9014084507042242,198755.14636608923
0.9654827413706853,0.33333333333333337,3,0,0.30985915492957616,370459.8290291032
0.767383691845923,0.9999999999999999,3,0,0.47887323943661997,348379.2664670972
0.375687843921961,0.33333333333333337,1,0,0.816901408450704,270704.1541412828
0.071535767883942,0.0,3,1,0.18309859154929597,168931.8286047524
0.30415207603801897,0.6666666666666666,1,2,0.6056338028169002,189126.05140688832
0.6123061530765382,0.33333333333333337,2,1,0.295774647887324,218168.70814067312
0.5737868934467233,0.6666666666666666,1,1,0.3802816901408441,199220.1955072361
0.09304652326163088,0.33333333333333337,1,2,0.816901408450704,129960.0168172268
0.6748374187093548,0.0,2,1,0.6478873239436602,281507.7449630544
0.23161580790395198,0.33333333333333337,3,1,0.9436619718309842,169378.78481722157
0.6863431715857929,0.6666666666666666,3,1,0.9718309859154921,248599.1076612193
0.897448724362181,0.6666666666666666,3,0,0.22535211267605604,411678.0284271322
0.32966483241620814,0.6666666666666666,2,1,0.4225352112676042,119032.8829834174
0.38169084542271137,0.9999999999999999,1,1,0.18309859154929597,230075.0498156624
0.47723861930965483,0.6666666666666666,2,2,0.6760563380281681,122604.95616584706
0.9779889944972485,0.33333333333333337,2,0,0.929577464788732,296998.838109315
0.20110055027513762,0.0,2,0,0.28169014084506827,109470.14273140584
0.6848424212106053,0.0,2,1,0.16901408450704025,246212.1973150715
0.9934967483741871,0.33333333333333337,1,0,0.6901408450704203,310583.0758590737
0.767383691845923,0.9999999999999999,3,0,0.9436619718309842,233756.8863821809
0.0730365182591296,0.33333333333333337,3,2,0.15492957746478808,100102.22524595106
0.5857928964482241,0.6666666666666666,2,2,0.6619718309859159,199324.84069986545
0.4317158579289645,0.9999999999999999,1,0,0.887323943661972,331026.59636098804
0.8674337168584293,0.33333333333333337,2,2,0.19718309859154814,231041.34837459872
0.921960980490245,0.9999999999999999,1,1,0.21126760563380031,333530.0633743215
0.24412206103051526,0.0,2,2,1.0,61092.661234490224
0.46423211605802905,0.33333333333333337,3,1,0.6901408450704203,205778.3124412656
0.9799899949974987,0.33333333333333337,3,2,0.5633802816901401,384570.7364514372
0.8319159579789895,0.0,2,0,0.04225352112676006,339772.9527372086
0.2751375687843922,0.9999999999999999,3,1,0.2676056338028161,186745.12964093967
0.16858429214607307,0.0,2,2,0.0985915492957723,185559.0801900139
0.4357178589294647,0.9999999999999999,1,2,0.9436619718309842,213894.31463154923
0.32016008004002006,0.33333333333333337,1,1,0.6478873239436602,180978.0156828019
0.9014507253626812,0.9999999999999999,1,2,0.4507042253521121,243011.57473076603
0.9884942471235617,0.9999999999999999,1,0,0.05633802816901223,265075.948204332
0.23611805902951477,0.6666666666666666,2,1,0.9436619718309842,163315.12699992972
0.9849924962481241,0.6666666666666666,3,0,0.5633802816901401,384847.049904619
0.0750375187593797,0.6666666666666666,1,1,0.8450704225352119,190479.19894101736
0.7193596798399199,0.0,3,1,0.32394366197182833,204129.2143255608
0.6608304152076038,0.0,2,1,0.36619718309859195,249930.1176296619
0.8174087043521762,0.6666666666666666,3,1,0.3943661971830963,372750.474809396
0.13106553276638322,0.33333333333333337,3,0,0.929577464788732,189650.20106156013
0.8939469734867432,0.33333333333333337,3,0,0.5070422535211243,308299.31208062085
0.071535767883942,0.33333333333333337,2,1,0.7323943661971839,95784.07401708022
0.17258629314657337,0.0,2,1,0.01408450704225217,165456.11841318812
0.31165582791395696,0.9999999999999999,2,0,0.5070422535211243,236531.66553606672
0.5082541270635318,0.0,3,1,1.0,212190.754931357
0.7978989494747374,0.6666666666666666,1,1,0.9014084507042242,298280.3606844734
0.4402201100550275,0.9999999999999999,1,0,0.6619718309859159,172765.2509259063
0.0005002501250626068,0.33333333333333337,3,0,0.6760563380281681,151917.35363762768
0.44822411205602797,0.0,1,0,0.6478873239436602,196497.06930440952
0.663831915957979,0.0,1,2,0.04225352112676006,212603.1701695292
